Client_ID,AUM_Millions,Months_as_Client,Advisor_Meetings_Last_6M,Portfolio_Risk_Score,Recent_Market_Losses_Pct,Client_Age,Will_Churn
WM-00533,6.75,33,6,4.5,4.8,57,0
WM-00534,3.96,13,2,3.5,27.66,48,1
WM-00535,9.64,81,1,5.6,17.62,33,0
WM-00536,1.64,12,2,4.5,4.84,44,1
WM-00537,11.17,69,7,4.4,0.55,39,0
WM-00538,5.84,17,0,3.5,0.53,47,0
WM-00539,3.2,24,2,2.3,0.47,49,0
WM-00540,30.48,67,5,4.9,7.37,45,0
WM-00541,1.93,70,4,2.0,1.07,41,0
WM-00542,5.56,39,2,4.8,2.63,42,0
WM-00543,3.36,22,2,7.3,1.5,36,0
WM-00544,7.11,48,3,6.5,2.71,40,0
WM-00545,5.8,27,4,6.2,2.24,59,0
WM-00546,5.62,63,4,3.4,1.01,52,0
WM-00547,3.96,35,3,6.9,0.42,49,0
WM-00548,1.55,16,2,4.7,2.89,35,0
WM-00549,8.41,70,4,6.2,0.29,48,0
WM-00550,2.57,87,2,1.9,0.67,28,0
WM-00551,5.22,29,3,6.5,0.55,44,0
WM-00552,14.57,20,2,4.1,18.12,38,0
WM-00553,8.46,20,3,2.6,6.22,42,0
WM-00554,27.75,11,3,3.1,26.55,50,0
WM-00555,3.16,12,0,3.1,1.96,45,0
WM-00556,13.95,14,1,6.1,9.57,46,0
WM-00557,8.97,23,4,7.6,4.39,69,0
WM-00558,14.54,19,7,5.5,7.85,45,0
WM-00559,2.06,39,1,4.2,4.66,38,0
WM-00560,1.43,8,0,7.8,1.17,51,0
WM-00561,3.73,24,1,3.6,7.6,50,1
WM-00562,2.12,22,1,5.1,1.4,28,0
WM-00563,1.9,20,1,4.6,1.89,28,0
WM-00564,6.17,17,2,5.2,2.17,47,0
WM-00565,19.35,20,5,5.2,1.74,60,0
WM-00566,3.38,153,1,5.6,4.71,47,0
WM-00567,3.93,31,2,5.6,5.12,62,0
WM-00568,1.04,36,0,3.7,0.52,40,1
WM-00569,14.82,29,4,4.6,3.65,57,0
WM-00570,1.22,23,5,3.0,6.72,46,0
WM-00571,5.86,20,4,3.4,0.92,49,0
WM-00572,7.6,49,2,3.3,12.29,41,0
WM-00573,12.06,30,4,4.8,5.83,35,0
WM-00574,11.09,33,5,6.7,23.92,50,0
WM-00575,13.3,90,5,6.5,15.34,43,0
WM-00576,2.23,31,2,6.3,0.67,29,0
WM-00577,69.39,53,2,9.3,3.16,46,1
WM-00578,1.0,53,2,2.3,1.91,34,0
WM-00579,3.94,31,5,4.9,1.52,46,0
WM-00580,20.45,16,1,2.9,9.19,50,0
WM-00581,2.75,44,2,5.5,3.41,39,1
WM-00582,36.23,153,3,4.4,12.81,53,0
WM-00583,3.06,23,4,7.7,54.46,29,0
WM-00584,9.07,35,4,6.6,21.51,50,0
WM-00585,1.0,11,3,3.3,2.76,38,1
WM-00586,1.9,27,0,4.0,2.83,45,0
WM-00587,19.25,52,2,6.8,1.42,54,0
WM-00588,7.87,83,0,1.8,12.75,33,0
WM-00589,31.12,168,3,5.9,2.59,44,0
WM-00590,13.28,42,2,6.8,2.83,58,0
WM-00591,28.3,44,2,6.9,11.87,59,0
WM-00592,13.16,39,3,3.2,1.56,52,0
WM-00593,3.81,29,4,3.6,4.88,38,0
WM-00594,22.63,27,3,4.7,4.8,51,0
WM-00595,22.72,19,8,8.0,1.9,49,0
WM-00596,3.1,41,1,3.5,4.32,56,0
WM-00597,1.93,33,2,4.1,2.34,42,0
WM-00598,1.9,20,3,6.3,12.25,48,0
WM-00599,2.96,41,2,5.9,3.88,49,0
WM-00600,10.08,54,3,3.5,8.36,56,0
WM-00601,1.29,48,2,4.5,1.27,43,1
WM-00602,5.94,29,1,7.2,1.94,39,0
WM-00603,1.49,12,2,2.5,40.57,43,0
WM-00604,44.15,111,8,5.6,1.38,46,0
WM-00605,1.8,15,1,2.1,1.45,53,0
WM-00606,1.99,60,1,6.4,12.08,43,0
WM-00607,4.4,26,1,7.8,3.77,52,1
WM-00608,2.33,21,3,4.4,8.65,58,0
WM-00609,3.01,33,1,3.9,5.0,36,0
WM-00610,14.69,15,3,2.5,1.33,59,0
WM-00611,4.07,14,2,5.3,10.03,36,0
WM-00612,34.33,49,4,3.6,10.48,42,0
WM-00613,4.99,30,3,4.3,1.94,43,0
WM-00614,17.44,30,3,4.5,1.6,46,0
WM-00615,11.03,16,4,5.2,1.52,50,0
WM-00616,3.3,73,3,3.2,1.43,37,1
WM-00617,4.45,37,1,7.9,0.71,28,0
WM-00618,3.88,21,2,6.3,1.19,55,1
WM-00619,2.81,45,3,5.0,3.73,37,0
WM-00620,4.06,32,3,5.6,0.82,38,0
WM-00621,1.0,27,2,4.2,3.65,55,0
WM-00622,1.83,31,2,3.6,2.75,42,0
WM-00623,3.4,39,3,5.8,23.71,44,0
WM-00624,13.45,27,1,4.1,1.59,59,0
WM-00625,11.92,42,4,5.2,1.71,61,0
WM-00626,1.99,104,3,7.4,2.7,28,0
WM-00627,4.2,32,2,1.7,7.97,47,0
WM-00628,4.7,77,4,2.8,9.94,49,0
WM-00629,1.7,12,3,2.5,4.86,55,0
WM-00630,5.03,54,5,6.5,57.95,40,0
WM-00631,6.66,24,2,5.5,15.68,33,1
WM-00632,14.38,18,3,4.6,3.05,48,0
WM-00633,1.0,60,1,4.7,1.05,47,1
WM-00634,13.98,72,2,3.8,12.73,60,1
WM-00635,10.78,33,2,2.6,20.39,36,0
WM-00636,2.76,20,5,3.3,0.09,42,0
WM-00637,2.4,74,1,4.0,9.52,55,0
WM-00638,69.56,302,3,4.1,4.22,54,0
WM-00639,1.42,44,3,4.3,3.11,41,0
WM-00640,10.15,15,4,5.7,5.25,41,0
WM-00641,4.46,32,0,4.9,6.6,44,0
WM-00642,12.07,18,3,7.7,3.0,61,0
WM-00643,11.26,8,4,4.0,13.49,39,0
WM-00644,6.1,47,3,3.5,41.18,57,1
WM-00645,6.57,28,3,3.5,5.37,44,0
WM-00646,10.81,43,3,1.8,1.26,50,0
WM-00647,7.5,21,2,3.0,3.56,52,0
WM-00648,1.85,33,2,5.2,9.11,37,0
WM-00649,4.57,61,2,2.1,12.5,35,1
WM-00650,5.07,11,3,1.9,2.19,40,0
WM-00651,13.77,81,4,5.1,5.61,49,0
WM-00652,12.31,42,2,4.9,4.02,38,0
WM-00653,3.0,24,4,2.7,6.15,38,0
WM-00654,2.96,50,4,2.6,0.28,42,0
WM-00655,10.96,35,0,6.1,3.51,50,0
WM-00656,3.93,10,3,6.2,14.12,46,0
WM-00657,1.93,25,0,2.1,16.84,36,0
WM-00658,4.13,29,5,5.1,7.68,50,0
WM-00659,4.99,13,3,4.3,14.15,46,0
WM-00660,2.87,33,2,2.6,4.78,41,0
WM-00661,13.33,41,3,3.2,1.45,57,0
WM-00662,3.96,62,4,4.2,0.68,47,0
WM-00663,10.9,55,2,6.8,3.83,47,0
WM-00664,1.0,51,0,2.3,0.41,35,0
WM-00665,3.95,19,3,8.9,0.45,39,0
WM-00666,3.95,55,2,8.7,1.18,43,0
WM-00667,3.59,44,3,2.3,0.45,49,0
WM-00668,6.16,27,4,1.7,21.07,39,1
WM-00669,8.63,27,1,1.6,1.5,63,1
WM-00670,7.06,50,2,3.8,0.8,44,0
WM-00671,16.81,16,3,1.8,53.92,34,1
WM-00672,13.39,74,6,4.9,2.71,52,0
WM-00673,5.78,57,5,2.4,3.98,54,0
WM-00674,4.11,52,3,4.8,9.03,53,0
WM-00675,12.55,43,5,3.9,0.64,49,0
WM-00676,8.97,112,2,4.0,9.49,45,0
WM-00677,8.3,39,2,5.3,2.87,58,0
WM-00678,1.56,28,2,6.1,0.54,46,0
WM-00679,24.95,37,6,5.3,13.05,56,0
WM-00680,11.44,134,1,3.5,1.87,36,0
WM-00681,3.4,21,1,5.5,1.2,49,0
WM-00682,26.96,29,3,5.3,1.55,53,0
WM-00683,2.0,24,1,6.9,5.71,58,0
WM-00684,5.38,19,0,7.3,5.57,42,0
WM-00685,3.08,8,2,6.9,1.77,49,0
WM-00686,5.65,45,2,5.7,3.48,43,0
WM-00687,36.07,77,3,2.5,1.69,64,0
WM-00688,17.96,36,4,7.7,3.68,34,0
WM-00689,15.35,74,1,4.3,4.62,60,0
WM-00690,1.27,21,2,3.7,38.89,44,1
WM-00691,10.75,107,4,3.6,14.59,53,0
WM-00692,2.75,40,5,2.8,12.29,45,0
WM-00693,6.06,23,3,4.7,16.27,62,0
WM-00694,4.58,8,0,4.2,2.03,50,0
WM-00695,3.22,27,3,2.7,0.48,45,0
WM-00696,3.05,68,3,6.3,0.85,49,0
WM-00697,5.98,19,4,2.8,4.76,52,0
WM-00698,3.71,14,2,4.5,0.86,44,0
WM-00699,9.57,26,1,4.1,9.95,62,0
WM-00700,4.96,28,3,5.1,2.53,45,0
WM-00701,12.39,108,3,4.8,5.48,53,0
WM-00702,13.62,21,3,4.6,5.57,58,0
WM-00703,37.84,54,8,8.3,4.6,54,0
WM-00704,3.56,34,4,4.0,3.18,51,0
WM-00705,8.45,21,5,5.6,5.38,57,0
WM-00706,1.0,31,1,6.7,4.9,40,0
WM-00707,2.31,11,4,3.2,0.25,61,0
WM-00708,9.84,46,2,3.4,0.9,53,1
WM-00709,32.19,16,7,4.7,3.06,60,0
WM-00710,2.08,13,6,2.0,0.44,46,0
WM-00711,3.81,54,3,3.1,15.77,40,0
WM-00712,5.89,38,6,4.9,5.08,49,0
WM-00713,18.51,113,2,4.4,0.37,49,0
WM-00714,1.8,34,3,2.5,2.08,45,0
WM-00715,1.35,7,0,4.8,0.3,54,0
WM-00716,4.7,39,2,3.1,3.33,40,0
WM-00717,10.07,25,4,4.8,3.15,54,0
WM-00718,4.8,18,5,3.9,1.08,38,0
WM-00719,2.31,16,3,2.2,10.91,39,1
WM-00720,4.73,16,2,6.2,0.07,52,0
WM-00721,2.49,112,4,1.5,4.68,40,0
WM-00722,9.61,21,3,6.6,4.97,45,0
WM-00723,19.38,56,1,6.1,19.07,53,0
WM-00724,3.31,37,3,2.5,2.75,45,0
WM-00725,4.48,14,4,3.9,1.01,47,0
WM-00726,12.44,20,3,6.9,4.62,60,0
WM-00727,4.99,18,1,2.2,1.64,34,0
WM-00728,13.37,86,2,5.3,3.55,52,0
WM-00729,1.1,209,3,2.8,3.37,30,0
WM-00730,5.78,44,0,4.8,7.63,39,0
WM-00731,5.13,31,3,2.0,1.79,50,0
WM-00732,11.62,49,3,3.3,8.38,59,0
WM-00733,20.86,34,2,6.7,14.1,40,0
WM-00734,4.01,17,1,3.9,21.0,55,0
WM-00735,3.1,76,1,3.8,2.42,49,0
WM-00736,7.08,34,4,5.1,13.84,59,0
WM-00737,1.54,19,3,4.4,13.09,43,0
WM-00738,3.93,40,3,5.4,1.13,39,1
WM-00739,11.07,74,4,6.0,0.96,51,0
WM-00740,17.81,23,1,4.3,3.03,48,0
WM-00741,6.99,18,1,3.6,5.58,31,0
WM-00742,1.53,5,4,4.1,1.87,39,0
WM-00743,7.56,61,7,5.7,10.87,44,0
WM-00744,4.17,21,2,4.3,3.43,38,1
WM-00745,2.71,61,2,3.0,3.62,38,0
WM-00746,2.48,55,1,2.2,0.91,47,0
WM-00747,73.08,48,4,5.4,0.55,59,0
WM-00748,22.61,24,5,5.0,1.45,61,0
WM-00749,20.96,45,5,3.6,1.67,49,0
WM-00750,4.28,41,4,1.4,3.13,53,0
WM-00751,5.38,13,1,2.4,1.79,44,0
WM-00752,4.2,165,2,3.9,1.78,51,0
WM-00753,5.74,24,4,4.1,4.84,59,0
WM-00754,4.49,41,1,6.9,3.89,59,0
WM-00755,5.89,37,5,5.9,2.02,56,0
WM-00756,8.15,50,2,6.3,1.54,35,1
WM-00757,27.6,30,4,5.9,5.4,55,1
WM-00758,4.25,31,3,5.3,1.27,43,0
WM-00759,10.0,30,4,5.2,4.2,57,0
WM-00760,12.97,12,2,4.1,1.08,67,0
WM-00761,12.73,37,2,3.2,0.49,51,0
WM-00762,3.48,24,3,6.5,13.98,52,0
WM-00763,11.91,32,3,3.8,0.42,47,0
WM-00764,8.83,47,3,3.4,7.35,62,0
WM-00765,9.68,18,4,5.4,1.49,51,0
WM-00766,11.64,90,2,6.1,2.29,51,0
WM-00767,2.23,24,3,2.5,17.72,41,0
WM-00768,1.66,47,1,1.8,10.95,61,0
WM-00769,3.39,55,3,3.3,1.77,46,0
WM-00770,2.92,45,2,3.4,60.0,51,1
WM-00771,3.61,25,1,5.9,14.39,51,0
WM-00772,9.63,33,0,5.0,5.92,50,0
WM-00773,5.13,21,1,5.9,0.52,54,0
WM-00774,25.26,77,3,6.2,6.82,50,0
WM-00775,3.15,28,4,7.5,10.24,34,0
WM-00776,8.72,18,3,1.6,5.0,58,0
WM-00777,2.78,101,2,3.8,0.59,41,0
WM-00778,5.12,12,2,6.5,2.54,50,0
WM-00779,16.63,63,6,5.2,15.46,63,0
WM-00780,1.45,29,1,3.2,5.4,46,0
WM-00781,1.35,17,2,1.5,1.17,28,0
WM-00782,6.76,51,3,3.7,22.35,53,0
WM-00783,2.3,22,1,3.4,0.64,33,0
WM-00784,4.52,37,6,6.3,15.65,59,0
WM-00785,38.7,63,1,6.2,0.8,50,0
WM-00786,3.77,40,3,3.9,13.89,47,0
WM-00787,1.87,31,0,2.6,3.81,46,0
WM-00788,1.68,23,3,3.9,4.49,47,0
WM-00789,8.09,57,4,5.5,4.55,42,0
WM-00790,7.05,34,2,7.7,7.78,56,0
WM-00791,14.57,40,2,4.2,4.18,56,0
WM-00792,11.67,31,1,6.4,0.62,46,0
WM-00793,3.72,17,1,6.0,1.03,40,0
WM-00794,2.12,19,1,5.9,9.12,41,1
WM-00795,10.1,22,3,5.1,6.85,47,0
WM-00796,4.21,53,3,8.5,0.91,37,1
WM-00797,5.15,34,0,5.8,4.46,38,0
WM-00798,2.21,16,0,4.7,2.04,51,0
WM-00799,16.24,96,3,5.8,18.16,60,1
WM-00800,8.93,55,3,2.9,0.48,52,1
WM-00801,1.0,40,0,5.5,1.43,47,0
WM-00802,6.76,16,1,9.2,0.18,61,0
WM-00803,5.06,73,5,3.5,4.89,40,0
WM-00804,2.38,19,1,3.4,37.98,37,1
WM-00805,12.95,57,6,3.8,4.86,41,0
WM-00806,2.82,16,1,6.0,17.33,39,1
WM-00807,14.9,31,2,6.5,11.66,46,0
WM-00808,12.64,27,4,2.3,17.67,62,0
WM-00809,2.34,35,2,4.7,6.49,31,0
WM-00810,3.72,18,2,4.7,1.28,42,0
WM-00811,7.75,51,5,2.5,0.49,58,0
WM-00812,6.96,60,3,5.4,12.16,63,0
WM-00813,4.65,41,1,6.6,26.08,37,1
WM-00814,8.46,58,2,3.0,40.2,61,0
WM-00815,4.22,22,2,6.1,1.84,46,0
WM-00816,9.84,36,3,4.2,1.51,60,0
WM-00817,1.45,40,2,1.1,4.59,47,0
WM-00818,4.73,25,4,4.4,0.85,38,0
WM-00819,7.06,33,2,5.3,5.55,45,0
WM-00820,18.01,28,6,6.2,1.75,43,0
WM-00821,36.59,26,6,3.1,12.19,44,0
WM-00822,4.76,79,6,3.2,3.72,62,0
WM-00823,4.37,14,3,3.4,2.86,65,0
WM-00824,1.92,18,1,7.1,1.11,45,0
WM-00825,8.22,31,1,4.3,1.69,52,0
WM-00826,11.95,29,1,7.7,9.27,54,0
WM-00827,4.54,35,0,4.2,3.79,51,0
WM-00828,4.78,32,0,3.5,7.68,45,0
WM-00829,4.46,57,0,4.8,0.73,46,0
WM-00830,10.11,69,7,4.6,1.06,53,0
WM-00831,6.64,30,4,2.9,1.13,52,0
WM-00832,6.29,31,2,1.8,10.61,54,0
WM-00833,18.18,15,6,4.5,12.1,57,0
WM-00834,6.47,109,1,5.0,1.93,47,0
WM-00835,5.26,26,2,5.2,25.65,52,1
WM-00836,1.53,87,2,3.0,5.12,31,0
WM-00837,10.45,20,3,2.3,1.89,43,0
WM-00838,12.17,35,4,5.4,4.97,49,0
WM-00839,1.0,50,2,5.1,0.27,49,0
WM-00840,1.76,21,0,8.9,4.28,52,0
WM-00841,5.08,33,4,2.5,3.49,58,0
WM-00842,14.26,54,6,2.8,2.74,64,0
WM-00843,7.23,67,2,2.0,0.79,56,0
WM-00844,4.05,27,1,2.2,12.19,51,0
WM-00845,7.2,44,4,4.6,5.49,39,0
WM-00846,4.86,59,1,5.8,18.56,39,0
WM-00847,6.54,44,5,2.6,3.41,57,0
WM-00848,7.02,63,4,3.3,3.31,48,0
WM-00849,1.03,62,2,5.7,9.39,37,0
WM-00850,1.73,30,3,6.7,1.14,46,0
WM-00851,1.62,13,4,4.0,21.0,46,1
WM-00852,9.48,24,3,3.1,2.08,53,0
WM-00853,1.9,20,1,4.8,2.52,28,1
WM-00854,2.93,28,6,5.7,11.13,48,0
WM-00855,1.14,23,3,3.8,2.57,44,0
WM-00856,4.14,42,3,4.4,0.9,56,0
WM-00857,30.86,36,3,8.4,1.76,58,0
WM-00858,2.98,34,4,4.2,0.42,54,0
WM-00859,5.1,79,2,3.7,3.08,40,0
WM-00860,13.02,69,1,5.8,0.6,57,0
WM-00861,7.1,45,2,2.9,15.91,34,0
WM-00862,4.62,10,1,3.4,54.09,45,1
WM-00863,3.1,21,2,3.4,16.78,50,0
WM-00864,1.67,8,1,5.9,15.17,44,1
WM-00865,6.45,29,2,6.1,0.22,45,0
WM-00866,5.39,14,1,3.2,0.61,45,0
WM-00867,11.69,107,2,5.6,1.14,50,0
WM-00868,3.59,31,3,2.4,8.22,49,0
WM-00869,14.01,151,7,8.4,2.19,48,0
WM-00870,12.52,33,5,5.8,3.04,66,0
WM-00871,18.18,51,4,3.5,3.28,42,0
WM-00872,14.87,69,2,6.2,16.72,38,1
WM-00873,7.79,43,2,7.2,1.9,37,0
WM-00874,7.54,34,5,4.1,17.47,46,0
WM-00875,13.61,35,2,1.8,2.55,48,0
WM-00876,5.78,83,1,4.7,8.31,42,0
WM-00877,1.05,13,1,4.2,9.84,35,0
WM-00878,6.52,46,3,5.8,1.12,48,0
WM-00879,4.32,39,1,7.4,25.91,37,1
WM-00880,2.94,29,0,1.9,0.63,28,0
WM-00881,18.89,44,2,6.9,4.84,43,1
WM-00882,11.23,30,2,2.9,2.45,37,0
WM-00883,10.43,24,5,1.6,0.11,68,0
WM-00884,4.72,25,2,3.2,10.14,52,0
WM-00885,9.43,30,6,3.5,11.22,45,0
WM-00886,12.07,57,4,7.2,13.58,46,0
WM-00887,8.93,29,2,4.8,3.13,61,0
WM-00888,4.01,36,3,3.6,11.8,52,0
WM-00889,6.62,43,3,4.4,4.48,50,0
WM-00890,14.12,32,5,2.6,0.54,53,0
WM-00891,8.3,22,1,3.0,0.43,44,0
WM-00892,5.15,19,5,1.4,4.67,53,0
WM-00893,4.93,16,4,2.7,3.74,60,0
WM-00894,9.41,46,4,2.7,1.14,45,0
WM-00895,3.02,41,2,6.9,7.84,41,0
WM-00896,8.99,35,8,6.1,5.86,57,0
WM-00897,8.69,20,1,1.9,15.06,40,0
WM-00898,8.08,22,1,2.5,13.92,37,0
WM-00899,4.24,71,4,3.6,2.7,39,0
WM-00900,10.97,52,3,8.2,2.65,47,0
WM-00901,2.37,23,1,3.5,10.39,51,0
WM-00902,9.35,36,3,3.8,10.96,60,0
WM-00903,5.62,46,4,6.0,3.34,52,0
WM-00904,5.87,40,4,3.4,0.42,50,0
WM-00905,6.79,89,1,2.5,3.39,45,0
WM-00906,7.34,34,1,3.6,9.28,58,0
WM-00907,10.57,18,2,6.9,5.1,48,0
WM-00908,3.55,101,1,4.1,9.89,49,0
WM-00909,5.1,43,1,7.6,1.65,39,0
WM-00910,26.53,23,4,3.9,1.56,63,0
WM-00911,7.37,36,3,3.9,2.45,47,0
WM-00912,1.86,33,5,4.3,6.39,43,0
WM-00913,6.88,93,5,5.3,2.6,49,0
WM-00914,16.29,43,2,5.7,2.13,70,1
WM-00915,18.25,56,4,6.5,4.05,64,0
WM-00916,10.65,33,2,3.3,2.81,43,0
WM-00917,35.61,31,3,6.8,10.27,50,0
WM-00918,1.92,11,1,4.3,8.24,32,0
WM-00919,7.96,32,3,6.0,1.6,56,0
WM-00920,6.24,31,0,3.2,1.36,42,1
WM-00921,3.02,75,3,5.2,3.8,49,0
WM-00922,12.9,57,2,3.5,3.34,52,0
WM-00923,5.94,14,2,4.5,3.38,46,0
WM-00924,10.32,18,2,2.9,34.89,40,1
WM-00925,8.28,27,3,5.7,4.25,66,0
WM-00926,18.96,32,5,4.7,1.89,63,0
WM-00927,21.59,34,4,7.4,2.9,54,0
WM-00928,8.83,43,7,7.3,0.84,68,0
WM-00929,19.78,7,3,4.7,21.83,54,0
WM-00930,1.47,35,4,3.2,4.98,60,0
WM-00931,4.9,104,5,5.9,0.91,42,0
WM-00932,11.58,74,2,2.7,4.66,50,0
WM-00933,18.07,27,6,3.8,1.0,46,0
WM-00934,4.67,33,2,5.0,5.56,54,0
WM-00935,3.71,16,1,2.8,15.1,36,0
WM-00936,2.65,47,3,4.5,4.32,43,0
WM-00937,23.21,36,3,4.6,3.08,60,0
WM-00938,5.88,32,4,6.3,4.74,57,0
WM-00939,11.76,65,3,2.2,2.18,61,0
WM-00940,1.97,29,4,7.3,0.26,38,0
WM-00941,4.36,21,1,4.2,20.7,35,1
WM-00942,3.62,90,2,2.7,0.57,37,0
WM-00943,18.15,15,6,4.2,1.19,64,0
WM-00944,2.82,85,1,1.7,9.62,42,0
WM-00945,9.77,8,2,2.5,0.86,41,1
WM-00946,2.31,25,1,2.2,0.07,50,0
WM-00947,5.11,49,1,2.4,6.14,59,0
WM-00948,14.95,260,3,7.9,8.4,43,0
WM-00949,15.54,17,2,5.6,5.82,51,0
WM-00950,25.62,68,7,5.9,0.55,64,0
WM-00951,6.24,95,3,7.3,8.79,66,0
WM-00952,6.74,52,3,5.3,25.44,39,1
WM-00953,3.47,34,1,6.0,1.15,69,0
WM-00954,12.08,28,2,9.0,2.86,47,0
WM-00955,11.72,28,3,7.1,3.0,32,0
WM-00956,16.22,41,3,6.2,0.65,46,0
WM-00957,4.89,35,3,3.7,3.16,44,0
WM-00958,25.91,24,3,3.0,0.95,55,0
WM-00959,1.35,36,1,2.6,3.05,28,0
WM-00960,8.86,26,2,2.7,37.39,54,1
WM-00961,7.93,60,3,4.3,28.19,38,0
WM-00962,14.67,66,5,7.5,7.4,67,0
WM-00963,1.0,7,0,5.2,1.14,41,0
WM-00964,2.53,60,2,7.3,38.97,45,0
WM-00965,1.64,24,1,6.2,60.0,40,1
WM-00966,1.83,23,3,5.2,1.44,44,0
WM-00967,1.64,50,2,2.9,17.97,39,0
WM-00968,1.48,124,1,3.5,11.63,47,0
WM-00969,6.5,51,4,3.6,1.23,50,0
WM-00970,5.41,32,0,6.6,0.2,35,0
WM-00971,20.45,41,8,7.6,0.8,59,0
WM-00972,1.49,24,2,5.1,7.26,48,1
WM-00973,4.47,51,3,3.6,1.53,41,0
WM-00974,27.35,71,2,3.5,19.76,51,0
WM-00975,16.87,60,0,7.9,6.61,41,0
WM-00976,1.39,15,1,7.2,2.16,41,1
WM-00977,37.19,88,5,2.9,2.07,58,0
WM-00978,5.35,54,4,4.1,4.02,49,0
WM-00979,2.14,35,4,7.3,0.92,57,0
WM-00980,6.66,54,1,5.6,5.28,45,0
WM-00981,5.6,35,3,6.4,0.65,38,0
WM-00982,9.6,120,3,4.7,8.77,53,0
WM-00983,7.07,40,4,5.7,17.68,46,0
WM-00984,7.44,16,4,4.6,6.57,49,0
WM-00985,20.12,30,4,5.8,11.2,45,0
WM-00986,7.83,29,3,4.5,2.66,54,0
WM-00987,39.85,18,4,3.8,3.03,49,0
WM-00988,1.56,29,2,1.6,0.73,44,0
WM-00989,7.16,42,6,2.9,1.23,39,0
WM-00990,16.67,110,3,5.9,5.99,45,0
WM-00991,3.28,60,3,6.0,0.32,55,0
WM-00992,10.6,63,5,2.2,2.73,40,0
WM-00993,4.6,46,4,4.3,10.64,53,0
WM-00994,2.64,7,3,3.0,7.24,43,0
WM-00995,3.58,55,4,5.7,2.12,52,0
WM-00996,2.57,25,4,3.3,2.39,41,0
WM-00997,6.65,25,1,7.3,3.02,43,0
WM-00998,3.36,13,5,6.7,28.21,42,0
WM-00999,4.42,111,2,3.2,2.79,57,0
WM-01000,13.17,52,1,7.4,1.64,36,0
WM-01001,7.99,32,4,7.1,38.6,40,0
WM-01002,1.92,24,2,4.4,3.59,55,0
WM-01003,1.52,98,1,3.7,2.48,45,0
WM-01004,12.07,80,2,3.8,6.82,58,0
WM-01005,7.01,29,2,5.6,3.64,51,0
WM-01006,6.76,27,3,2.7,2.92,47,0
WM-01007,5.34,68,0,6.8,7.27,41,1
WM-01008,2.12,37,2,1.3,8.58,61,0
WM-01009,11.9,40,1,4.5,1.25,52,0
WM-01010,3.13,20,2,3.9,2.73,41,0
WM-01011,1.52,18,5,3.6,3.63,41,0
WM-01012,5.46,26,1,5.8,0.98,47,0
WM-01013,1.48,31,4,1.7,9.58,33,0
WM-01014,6.39,43,3,2.5,4.19,59,0
WM-01015,5.42,44,6,3.1,4.03,40,0
WM-01016,6.16,32,3,5.6,6.2,47,0
WM-01017,1.42,29,6,6.1,1.15,31,0
WM-01018,1.64,23,3,4.0,2.63,53,0
WM-01019,1.77,31,4,3.9,2.14,34,0
WM-01020,5.36,32,1,4.3,4.32,47,0
WM-01021,3.09,44,4,5.5,3.64,49,0
WM-01022,17.38,40,2,3.4,2.04,49,0
WM-01023,2.45,39,1,5.4,11.46,52,0
WM-01024,2.72,13,3,4.0,3.91,43,0
WM-01025,11.35,14,2,2.5,21.21,44,0
WM-01026,4.7,32,1,5.3,7.54,49,0
WM-01027,2.09,32,3,2.4,8.56,47,0
WM-01028,6.48,104,0,5.6,3.04,51,0
WM-01029,7.18,34,1,3.0,1.61,34,0
WM-01030,8.02,41,0,3.8,11.82,33,0
WM-01031,27.51,37,3,5.9,11.98,35,1
WM-01032,1.25,19,3,5.4,5.36,56,0
WM-01033,3.7,42,2,5.9,21.07,35,1
WM-01034,6.64,19,4,3.6,0.71,43,0
WM-01035,17.64,122,2,3.2,0.76,66,0
WM-01036,12.55,35,1,5.2,4.61,53,0
WM-01037,5.73,38,3,5.4,0.27,55,0
WM-01038,4.58,35,0,3.7,0.38,45,0
WM-01039,1.83,17,2,2.5,3.21,56,0
WM-01040,23.02,43,3,4.3,4.08,43,0
WM-01041,14.06,16,3,8.0,0.29,52,0
WM-01042,8.54,65,5,4.4,0.89,49,0
WM-01043,7.12,107,3,6.6,9.53,36,0
WM-01044,15.54,23,2,3.8,13.01,64,1
WM-01045,16.98,68,2,7.6,3.38,49,0
WM-01046,2.05,17,2,5.0,0.27,32,0
WM-01047,6.11,47,2,2.8,1.24,45,0
WM-01048,3.25,58,2,8.3,50.88,38,1
WM-01049,6.82,67,3,2.1,32.11,52,1
WM-01050,3.43,13,1,4.3,27.54,54,0
WM-01051,7.5,132,2,4.2,6.07,40,0
WM-01052,6.88,37,6,3.5,37.77,62,0
WM-01053,15.15,57,3,3.7,12.88,50,0
WM-01054,6.95,85,5,8.9,5.43,59,0
WM-01055,12.64,32,7,3.8,2.74,49,0
WM-01056,8.29,8,2,6.3,15.71,53,0
WM-01057,4.33,46,3,2.9,1.77,46,0
WM-01058,7.85,50,4,7.3,3.46,39,0
WM-01059,10.68,31,3,7.3,6.65,54,0
WM-01060,5.05,110,1,2.6,5.58,49,0
WM-01061,17.49,39,3,8.7,57.76,54,1
WM-01062,11.85,17,8,5.9,6.69,50,0
WM-01063,9.05,70,4,6.5,9.34,61,0
WM-01064,19.67,73,5,3.1,10.34,43,0
WM-01065,3.75,33,3,3.7,11.79,44,0
WM-01066,9.83,36,3,5.3,3.83,53,0
WM-01067,6.83,14,1,2.6,15.8,42,0
