Client_ID,AUM_Millions,Months_as_Client,Advisor_Meetings_Last_6M,Portfolio_Risk_Score,Recent_Market_Losses_Pct,Client_Age,Will_Churn
WM-00533,23.66,43,1,6.7,0.19,42,0
WM-00534,1.0,35,3,5.3,7.49,74,0
WM-00535,8.92,13,0,9.7,8.28,65,0
WM-00536,6.4,23,3,7.2,3.78,79,0
WM-00537,17.74,11,0,6.9,9.36,30,0
WM-00538,2.99,18,3,4.7,3.93,61,0
WM-00539,5.24,190,0,5.2,9.75,38,0
WM-00540,41.35,25,3,2.9,22.06,75,1
WM-00541,5.71,11,5,6.6,5.77,54,0
WM-00542,4.82,33,4,6.1,1.35,43,0
WM-00543,2.5,8,4,7.0,12.29,82,0
WM-00544,18.09,21,4,1.1,28.46,60,1
WM-00545,16.65,9,5,2.2,8.03,54,0
WM-00546,3.47,13,3,3.8,37.33,59,0
WM-00547,3.82,5,0,6.1,49.04,52,1
WM-00548,1.96,41,4,8.1,12.65,69,0
WM-00549,39.5,16,4,4.1,0.44,53,0
WM-00550,10.04,91,4,7.1,17.36,56,0
WM-00551,20.92,20,1,5.9,0.67,58,0
WM-00552,4.04,9,3,8.3,60.0,63,1
WM-00553,8.36,23,6,4.4,2.24,49,0
WM-00554,1.76,13,2,4.7,1.28,61,0
WM-00555,4.22,19,6,5.3,0.4,64,0
WM-00556,3.68,19,5,7.8,1.29,59,0
WM-00557,8.63,24,5,4.5,2.11,58,0
WM-00558,4.34,24,3,3.0,4.21,57,0
WM-00559,3.61,27,4,4.7,1.01,64,0
WM-00560,7.78,25,1,5.9,1.02,47,0
WM-00561,10.11,26,0,8.0,0.46,61,0
WM-00562,5.12,35,3,4.6,0.64,53,0
WM-00563,11.33,18,1,2.5,0.33,61,0
WM-00564,1.92,30,4,9.1,5.02,80,0
WM-00565,4.68,30,3,2.9,7.06,66,0
WM-00566,1.0,6,3,3.3,25.29,46,1
WM-00567,1.0,53,3,6.9,40.49,65,0
WM-00568,4.7,21,4,2.3,22.98,61,0
WM-00569,7.14,24,3,4.1,0.78,80,0
WM-00570,4.41,257,2,3.3,2.55,47,0
WM-00571,1.0,23,1,8.8,0.86,55,0
WM-00572,7.36,20,4,4.2,1.5,63,0
WM-00573,2.9,41,3,2.9,0.84,52,0
WM-00574,1.32,28,2,5.9,15.0,70,1
WM-00575,6.26,71,3,8.1,0.41,49,0
WM-00576,2.25,106,3,2.5,7.3,38,0
WM-00577,10.82,15,3,7.7,14.8,38,0
WM-00578,2.7,16,5,3.9,0.28,47,0
WM-00579,18.54,157,4,5.2,19.84,58,0
WM-00580,11.12,10,1,2.6,4.62,66,0
WM-00581,5.42,50,4,8.8,60.0,68,1
WM-00582,12.37,41,3,3.4,0.34,61,0
WM-00583,7.51,46,4,7.6,5.47,78,0
WM-00584,11.92,16,3,4.6,1.04,40,0
WM-00585,2.59,22,6,3.6,16.77,55,0
WM-00586,7.42,152,6,5.4,7.24,38,0
WM-00587,4.54,35,2,4.2,1.93,35,0
WM-00588,3.81,12,2,4.3,11.95,54,0
WM-00589,6.68,24,4,1.6,11.03,62,0
WM-00590,3.25,34,3,6.9,10.66,47,0
WM-00591,2.85,71,2,4.1,1.65,78,0
WM-00592,19.53,12,0,5.2,6.58,42,0
WM-00593,7.67,32,3,5.7,10.42,56,1
WM-00594,59.59,38,6,5.2,5.91,64,0
WM-00595,49.6,18,1,2.7,1.8,62,0
WM-00596,4.02,48,6,6.3,5.77,69,0
WM-00597,2.9,11,1,3.2,1.1,43,0
WM-00598,6.17,23,5,5.4,10.18,73,0
WM-00599,33.21,17,4,5.8,1.89,53,0
WM-00600,3.63,29,2,3.6,12.75,42,0
WM-00601,16.82,29,6,9.4,0.89,53,0
WM-00602,2.6,65,3,5.1,1.82,71,0
WM-00603,16.03,15,5,8.9,2.43,53,0
WM-00604,15.18,22,2,1.8,42.14,76,1
WM-00605,5.71,20,3,3.7,1.22,54,0
WM-00606,6.14,76,4,4.6,3.02,49,0
WM-00607,7.86,25,3,7.1,11.59,44,0
WM-00608,2.32,21,5,9.0,15.0,58,0
WM-00609,4.27,7,2,6.3,6.77,46,0
WM-00610,6.87,21,6,4.3,8.11,48,0
WM-00611,4.21,35,2,6.2,1.29,63,0
WM-00612,13.73,35,4,6.9,2.14,54,0
WM-00613,4.87,92,5,4.7,1.88,53,0
WM-00614,3.28,64,1,9.5,14.5,68,1
WM-00615,5.12,77,4,8.3,1.68,84,0
WM-00616,14.56,25,2,8.1,9.42,51,0
WM-00617,4.06,27,5,5.9,2.67,79,1
WM-00618,3.6,29,7,6.0,20.64,56,0
WM-00619,1.79,55,6,6.1,0.56,80,0
WM-00620,3.6,23,4,7.0,0.28,53,0
WM-00621,16.56,80,7,3.2,0.9,51,0
WM-00622,1.93,45,3,5.6,0.66,50,0
WM-00623,12.53,9,4,8.2,13.57,53,0
WM-00624,8.36,35,2,4.4,0.51,61,0
WM-00625,3.28,46,0,5.7,8.65,73,1
WM-00626,10.13,18,3,8.0,2.11,28,1
WM-00627,1.81,21,1,7.9,24.47,41,1
WM-00628,4.07,21,6,8.0,2.13,71,0
WM-00629,3.23,36,1,6.8,2.28,53,0
WM-00630,4.43,48,0,4.1,0.26,44,0
WM-00631,4.86,40,1,3.9,5.96,46,0
WM-00632,6.75,43,1,6.0,9.94,63,0
WM-00633,5.7,25,2,2.7,0.98,79,0
WM-00634,10.41,80,1,8.4,24.77,45,1
WM-00635,6.9,20,3,3.4,13.13,37,1
WM-00636,17.3,33,7,3.2,7.78,55,0
WM-00637,3.26,58,4,5.4,0.09,72,0
WM-00638,24.78,43,5,5.8,1.83,49,0
WM-00639,5.49,72,4,6.5,10.33,57,0
WM-00640,2.27,38,1,4.5,2.55,41,0
WM-00641,7.6,9,0,6.8,15.75,28,0
WM-00642,24.3,17,1,3.9,2.12,44,0
WM-00643,1.24,112,3,8.0,7.67,57,1
WM-00644,1.31,19,7,4.8,14.23,71,0
WM-00645,12.07,33,3,1.2,4.82,38,0
WM-00646,1.0,20,1,1.7,25.7,60,1
WM-00647,4.25,19,1,5.6,3.07,38,0
WM-00648,5.45,18,4,3.5,1.46,65,0
WM-00649,3.7,118,6,7.8,5.92,56,0
WM-00650,9.36,60,2,1.4,1.48,59,0
WM-00651,7.51,20,4,5.9,3.25,60,0
WM-00652,6.51,26,3,5.9,5.32,49,0
WM-00653,9.26,20,0,6.4,21.64,69,1
WM-00654,17.24,76,3,5.7,1.11,57,0
WM-00655,15.88,90,6,6.2,1.65,53,0
WM-00656,14.89,112,5,6.3,0.23,41,0
WM-00657,2.36,115,3,4.3,2.84,62,0
WM-00658,11.77,258,6,7.3,2.8,39,0
WM-00659,2.56,47,2,5.7,3.54,39,0
WM-00660,5.6,140,5,4.5,3.54,78,0
WM-00661,41.35,40,3,5.9,33.56,48,0
WM-00662,1.88,58,8,3.5,4.53,39,0
WM-00663,14.57,14,4,3.4,60.0,47,1
WM-00664,8.46,17,3,5.4,3.85,50,0
WM-00665,9.0,12,2,9.8,3.64,70,0
WM-00666,5.59,133,4,6.9,2.19,57,0
WM-00667,5.18,24,1,3.5,2.5,63,0
WM-00668,15.71,22,2,2.8,1.61,58,0
WM-00669,6.57,46,3,6.4,1.74,47,0
WM-00670,6.22,36,5,6.6,41.09,59,0
WM-00671,5.99,68,2,3.1,2.01,76,0
WM-00672,2.06,48,2,3.8,4.25,78,0
WM-00673,3.42,30,3,3.2,5.91,47,0
WM-00674,3.05,20,2,2.4,4.79,64,1
WM-00675,2.12,25,2,5.0,1.88,70,0
WM-00676,3.87,3,4,7.1,7.53,49,0
WM-00677,1.84,15,3,5.8,0.59,68,0
WM-00678,4.83,26,3,3.4,0.52,70,0
WM-00679,13.58,67,2,4.3,1.0,59,0
WM-00680,6.07,21,3,6.8,5.66,64,0
WM-00681,5.64,23,4,6.0,2.83,80,0
WM-00682,7.92,39,4,9.6,3.21,49,0
WM-00683,3.67,23,2,3.8,13.83,50,0
WM-00684,4.7,33,1,5.6,3.39,65,0
WM-00685,20.33,90,3,5.7,60.0,28,1
WM-00686,18.68,22,4,5.0,1.16,57,0
WM-00687,9.5,16,4,3.8,2.81,34,0
WM-00688,4.6,56,5,4.0,0.72,35,0
WM-00689,14.45,43,4,3.7,4.65,54,0
WM-00690,28.68,20,1,6.4,3.5,34,0
WM-00691,1.76,75,4,5.4,1.46,75,0
WM-00692,9.79,26,2,1.8,12.66,81,0
WM-00693,11.11,9,3,2.0,0.99,68,0
WM-00694,16.1,6,3,4.2,1.44,55,0
WM-00695,2.84,53,1,8.3,8.99,59,0
WM-00696,6.44,31,3,5.9,8.33,62,0
WM-00697,1.0,43,2,4.6,2.55,76,0
WM-00698,7.94,53,4,7.3,0.37,48,0
WM-00699,7.73,31,2,1.8,5.2,80,0
WM-00700,11.23,29,3,4.7,1.41,48,0
WM-00701,11.67,17,6,6.4,60.0,51,0
WM-00702,4.12,45,3,5.1,4.85,59,0
WM-00703,7.79,93,4,9.0,36.15,59,0
WM-00704,2.27,71,3,1.6,1.17,77,0
WM-00705,7.54,55,4,6.4,2.34,48,0
WM-00706,2.61,18,2,4.5,4.56,46,0
WM-00707,15.66,65,4,5.6,4.96,60,0
WM-00708,6.62,21,6,6.0,4.55,68,0
WM-00709,5.3,20,0,9.3,12.78,85,0
WM-00710,4.7,62,3,7.2,4.13,78,0
WM-00711,35.52,32,2,5.5,4.36,68,0
WM-00712,4.92,36,2,6.1,17.22,63,1
WM-00713,9.12,3,4,6.4,1.88,52,0
WM-00714,2.21,15,4,7.1,0.51,56,0
WM-00715,4.02,39,5,4.5,4.85,39,0
WM-00716,46.77,39,6,6.1,0.56,78,0
WM-00717,13.02,17,1,4.4,12.62,33,0
WM-00718,1.93,41,4,6.5,9.94,65,0
WM-00719,28.65,23,3,8.4,48.32,52,1
WM-00720,6.9,49,4,6.7,1.72,64,0
WM-00721,8.98,59,3,3.3,60.0,64,1
WM-00722,10.34,21,0,6.6,3.59,69,0
WM-00723,1.12,75,3,6.5,25.06,57,0
WM-00724,9.6,9,2,7.2,4.7,40,0
WM-00725,2.63,31,0,3.4,0.57,59,0
WM-00726,10.07,30,4,7.5,2.59,63,0
WM-00727,15.17,68,2,5.2,8.54,50,0
WM-00728,2.53,75,2,9.0,2.7,65,0
WM-00729,4.59,81,0,2.2,4.19,31,0
WM-00730,11.41,42,2,5.0,19.58,63,1
WM-00731,12.52,33,0,1.4,1.24,28,0
WM-00732,6.54,11,4,6.5,5.73,48,0
WM-00733,3.86,18,4,5.8,0.87,29,0
WM-00734,10.48,36,4,6.9,15.17,53,0
WM-00735,1.0,13,2,9.3,2.83,65,1
WM-00736,21.14,83,5,7.4,6.76,81,0
WM-00737,2.14,32,5,7.2,2.39,69,1
WM-00738,3.15,17,3,7.3,1.22,58,0
WM-00739,23.0,32,2,1.6,4.2,72,0
WM-00740,1.63,32,4,2.6,7.21,60,0
WM-00741,10.46,29,4,3.0,0.59,56,0
WM-00742,3.4,41,4,4.9,2.86,57,0
WM-00743,1.0,26,4,1.8,12.2,48,0
WM-00744,6.67,11,3,6.4,16.24,47,0
WM-00745,11.4,17,1,6.8,5.1,33,0
WM-00746,7.37,82,3,5.6,4.15,63,0
WM-00747,4.48,11,4,5.1,9.53,68,0
WM-00748,1.0,20,3,6.6,3.46,28,0
WM-00749,2.75,63,3,7.7,7.4,52,0
WM-00750,5.04,105,5,4.4,15.46,41,0
WM-00751,13.01,67,2,6.9,8.63,76,0
WM-00752,2.68,18,8,8.4,3.33,61,0
WM-00753,11.03,48,2,2.7,2.89,59,0
WM-00754,1.5,83,3,5.8,2.76,58,1
WM-00755,1.34,35,3,2.0,2.96,54,0
WM-00756,32.97,55,8,6.3,1.88,67,0
WM-00757,1.7,13,4,5.0,3.87,75,0
WM-00758,7.29,61,1,5.7,7.64,62,0
WM-00759,15.43,16,1,7.6,60.0,58,1
WM-00760,7.37,35,2,3.9,18.77,65,1
WM-00761,1.81,26,6,6.1,7.71,42,0
WM-00762,2.89,104,2,6.5,2.24,47,0
WM-00763,7.47,65,1,5.5,8.25,57,1
WM-00764,12.64,35,3,7.0,10.42,57,1
WM-00765,4.37,10,5,3.6,60.0,50,1
WM-00766,12.25,42,4,5.2,0.15,64,0
WM-00767,6.91,20,2,3.5,18.34,76,0
WM-00768,3.89,267,3,3.9,0.92,55,0
WM-00769,5.75,12,4,9.5,9.54,34,0
WM-00770,5.11,37,5,3.7,7.15,43,1
WM-00771,5.67,79,4,6.1,5.45,53,1
WM-00772,4.34,27,2,3.5,21.6,72,0
WM-00773,19.3,47,1,5.7,0.9,65,0
WM-00774,5.58,7,3,9.8,6.33,59,0
WM-00775,8.76,17,4,3.3,8.26,71,0
WM-00776,3.36,85,4,8.0,2.84,75,0
WM-00777,3.66,23,2,5.5,1.44,67,0
WM-00778,6.3,16,2,8.1,2.45,47,0
WM-00779,7.5,18,1,6.8,4.33,73,0
WM-00780,16.22,20,0,7.8,1.65,52,0
WM-00781,5.18,54,4,5.5,13.06,55,1
WM-00782,2.58,25,2,4.6,14.49,67,1
WM-00783,1.18,17,3,8.3,2.26,53,0
WM-00784,13.77,74,3,5.1,3.52,55,1
WM-00785,14.17,27,6,7.4,9.57,42,0
WM-00786,2.67,23,2,3.8,5.58,46,0
WM-00787,6.93,44,1,1.4,7.24,50,0
WM-00788,13.15,24,3,4.1,2.38,67,0
WM-00789,7.48,14,7,3.0,3.76,58,0
WM-00790,7.57,22,4,5.9,0.25,49,0
WM-00791,1.12,42,1,2.7,2.87,46,0
WM-00792,11.0,28,5,4.1,3.39,58,0
WM-00793,2.09,24,5,5.6,5.53,68,0
WM-00794,7.78,29,2,3.5,1.51,65,0
WM-00795,8.26,23,2,2.4,10.16,61,0
WM-00796,3.26,57,3,7.5,7.56,48,0
WM-00797,13.33,34,3,7.8,6.58,48,0
WM-00798,2.92,27,4,3.2,11.12,54,0
WM-00799,7.9,13,3,4.4,9.83,65,0
WM-00800,4.56,27,7,4.2,60.0,58,1
WM-00801,18.41,19,1,5.5,1.91,45,0
WM-00802,3.27,55,2,4.2,3.44,42,0
WM-00803,14.44,23,5,7.3,6.04,52,0
WM-00804,1.73,17,3,2.3,13.42,46,0
WM-00805,2.54,10,2,3.9,60.0,53,1
WM-00806,17.34,22,3,6.8,2.41,78,0
WM-00807,5.6,13,4,3.8,9.07,51,0
WM-00808,6.67,13,3,2.6,11.8,28,1
WM-00809,14.15,8,3,3.4,3.9,68,0
WM-00810,12.24,43,3,8.2,12.16,67,0
WM-00811,33.8,36,3,2.4,10.19,55,0
WM-00812,4.18,55,1,3.5,4.85,77,1
WM-00813,4.86,57,3,3.8,19.46,46,0
WM-00814,4.46,77,8,9.5,2.85,61,0
WM-00815,19.22,50,4,6.3,5.77,51,0
WM-00816,5.11,57,2,6.3,31.55,60,1
WM-00817,2.65,57,5,6.4,1.25,67,0
WM-00818,14.78,45,3,8.4,2.21,42,0
WM-00819,5.44,58,2,6.9,14.33,60,0
WM-00820,5.48,54,3,9.6,3.76,70,1
WM-00821,7.65,58,1,4.7,2.14,61,0
WM-00822,5.03,9,7,8.2,1.79,57,0
WM-00823,11.79,38,5,3.0,3.65,55,0
WM-00824,29.75,79,3,3.5,1.55,50,0
WM-00825,11.69,41,3,8.6,3.62,69,0
WM-00826,1.45,81,2,3.3,7.95,51,0
WM-00827,1.5,66,5,5.9,3.21,81,0
WM-00828,2.28,47,4,8.6,1.37,66,0
WM-00829,17.96,27,3,2.1,37.53,70,0
WM-00830,13.03,33,4,4.3,1.47,73,0
WM-00831,16.71,29,2,3.5,1.93,70,0
WM-00832,4.8,23,2,4.3,9.64,78,0
WM-00833,10.82,28,0,7.4,0.69,59,0
WM-00834,2.75,47,3,6.2,59.02,71,1
WM-00835,13.95,38,6,6.8,2.01,68,0
WM-00836,9.32,44,6,7.2,1.37,59,0
WM-00837,7.07,21,3,6.7,1.47,59,0
WM-00838,10.6,91,3,2.5,3.53,73,0
WM-00839,4.28,19,3,6.8,1.84,28,0
WM-00840,4.68,38,5,5.2,1.39,69,0
WM-00841,2.97,53,5,9.5,1.02,51,0
WM-00842,22.62,95,2,5.3,1.15,49,1
WM-00843,25.93,19,3,3.5,11.62,54,0
WM-00844,4.84,15,3,5.2,1.1,66,0
WM-00845,48.2,12,4,6.6,17.73,73,0
WM-00846,8.26,26,6,6.2,0.65,61,0
WM-00847,13.26,41,4,4.9,2.9,64,0
WM-00848,6.44,36,0,4.1,3.96,43,0
WM-00849,3.56,36,2,5.8,25.43,60,1
WM-00850,1.71,10,1,6.3,9.71,59,0
WM-00851,2.94,35,3,1.9,10.73,61,0
WM-00852,3.37,25,5,9.3,5.25,68,0
WM-00853,3.24,25,2,1.6,11.3,65,0
WM-00854,20.32,19,1,3.7,1.08,64,0
WM-00855,4.02,103,3,6.8,1.04,53,0
WM-00856,8.79,47,2,8.8,9.54,54,1
WM-00857,3.19,25,2,9.5,21.83,51,0
WM-00858,9.67,16,4,6.3,7.24,33,0
WM-00859,5.89,37,4,4.0,37.2,68,0
WM-00860,14.21,15,2,6.7,2.17,56,0
WM-00861,3.7,12,4,5.7,1.33,54,1
WM-00862,18.89,23,3,9.1,0.41,74,0
WM-00863,1.43,9,4,7.8,1.12,63,0
WM-00864,16.36,9,2,5.5,1.03,56,0
WM-00865,14.63,25,3,5.9,12.09,54,0
WM-00866,2.59,15,4,9.1,9.47,49,1
WM-00867,2.51,37,1,5.3,1.73,68,0
WM-00868,1.05,9,3,8.4,3.86,53,0
WM-00869,2.45,36,0,7.5,0.1,67,0
WM-00870,20.44,46,4,5.5,6.8,48,0
WM-00871,2.6,22,5,5.3,3.0,68,0
WM-00872,4.62,52,5,2.2,26.88,76,0
WM-00873,12.63,17,3,7.7,31.86,53,1
WM-00874,5.11,96,4,5.0,0.51,56,0
WM-00875,17.3,100,5,8.0,1.12,59,0
WM-00876,5.4,41,1,9.8,5.36,49,1
WM-00877,1.31,19,6,8.3,20.61,59,0
WM-00878,4.77,32,1,5.1,7.2,35,0
WM-00879,7.35,40,2,2.4,3.19,57,0
WM-00880,7.53,31,8,8.4,1.96,53,0
WM-00881,1.59,74,4,2.8,36.65,51,0
WM-00882,2.07,63,4,2.4,28.54,37,0
WM-00883,5.49,101,6,7.8,2.05,58,0
WM-00884,3.3,53,4,3.2,5.4,52,0
WM-00885,6.66,23,5,8.4,7.54,49,1
WM-00886,12.83,96,1,5.3,16.03,54,0
WM-00887,13.73,59,1,8.1,4.88,65,0
WM-00888,10.36,77,5,9.5,2.37,73,0
WM-00889,6.04,29,1,2.8,13.84,49,0
WM-00890,2.52,66,1,5.9,8.92,46,1
WM-00891,11.07,69,3,3.9,4.89,75,0
WM-00892,4.15,71,6,3.2,2.36,67,0
WM-00893,5.19,31,6,7.8,0.34,55,0
WM-00894,5.34,51,2,3.9,24.46,60,0
WM-00895,27.05,23,2,6.4,2.47,71,0
WM-00896,6.86,39,7,1.9,8.49,69,0
WM-00897,2.69,24,2,6.2,2.3,52,0
WM-00898,1.43,31,0,4.8,0.93,75,0
WM-00899,2.84,14,3,3.7,7.96,59,1
WM-00900,7.88,18,2,7.4,2.53,49,0
WM-00901,73.08,27,3,3.6,6.5,51,0
WM-00902,2.47,115,4,6.7,15.48,36,0
WM-00903,4.13,43,0,7.5,2.54,41,0
WM-00904,6.24,33,4,9.1,7.3,41,1
WM-00905,3.05,20,8,4.8,1.09,70,0
WM-00906,9.44,59,5,3.5,1.43,56,0
WM-00907,5.38,11,1,3.8,6.74,51,0
WM-00908,3.42,12,4,5.7,9.28,64,0
WM-00909,9.57,29,1,6.5,4.85,67,0
WM-00910,2.76,33,6,4.3,3.01,62,0
WM-00911,1.0,46,5,5.7,4.73,55,0
WM-00912,2.45,26,4,9.2,4.22,54,0
WM-00913,1.0,77,4,1.8,6.52,65,0
WM-00914,3.25,30,3,7.3,10.4,62,0
WM-00915,11.52,25,0,6.2,1.75,59,0
WM-00916,2.23,25,1,6.6,2.76,51,0
WM-00917,28.81,43,8,6.0,4.56,65,0
WM-00918,12.97,8,5,6.9,1.66,46,0
WM-00919,6.71,30,3,4.1,4.53,56,0
WM-00920,2.76,18,4,5.2,10.89,71,0
WM-00921,12.18,19,3,4.1,11.06,54,0
WM-00922,9.38,90,5,4.4,0.48,51,0
WM-00923,6.22,68,3,5.4,17.85,40,0
WM-00924,28.45,25,1,5.9,1.47,43,0
WM-00925,11.64,86,3,4.6,4.96,80,0
WM-00926,1.15,19,7,3.6,14.51,55,1
WM-00927,1.8,45,4,6.3,0.8,69,0
WM-00928,3.64,25,5,2.7,11.84,72,0
WM-00929,3.54,21,5,7.9,0.57,61,0
WM-00930,5.78,18,5,5.4,6.91,58,0
WM-00931,4.93,163,2,2.7,1.92,63,0
WM-00932,5.5,13,4,5.9,7.29,47,1
WM-00933,11.92,29,1,3.1,58.27,71,0
WM-00934,8.18,100,2,7.3,20.14,71,0
WM-00935,4.03,26,6,5.9,3.76,68,0
WM-00936,35.97,12,2,4.7,2.61,62,0
WM-00937,2.11,25,4,9.1,14.92,60,0
WM-00938,4.03,4,4,6.3,4.13,41,0
WM-00939,23.27,35,2,4.2,0.76,61,0
WM-00940,5.23,28,7,6.1,7.42,73,0
WM-00941,1.15,91,1,5.3,3.91,46,0
WM-00942,2.45,77,3,4.3,6.3,57,0
WM-00943,1.74,56,2,6.7,3.45,57,0
WM-00944,5.93,66,3,6.6,19.0,40,0
WM-00945,9.04,56,4,6.0,1.14,42,1
WM-00946,5.71,45,7,7.9,3.04,60,0
WM-00947,6.18,30,1,4.0,4.49,42,0
WM-00948,4.14,140,5,7.1,13.57,62,0
WM-00949,2.12,50,4,2.7,3.52,52,0
WM-00950,7.8,26,2,7.5,0.82,47,1
WM-00951,8.11,38,6,7.8,60.0,40,1
WM-00952,10.07,31,2,5.9,2.59,70,0
WM-00953,8.09,56,3,4.4,6.88,60,0
WM-00954,7.05,32,3,7.6,60.0,45,0
WM-00955,1.86,10,7,7.9,2.36,62,0
WM-00956,4.05,26,0,5.7,6.39,62,0
WM-00957,4.0,5,2,4.8,14.58,52,0
WM-00958,24.72,58,4,6.0,2.32,42,0
WM-00959,4.88,25,0,7.1,0.93,66,0
WM-00960,3.47,15,1,3.6,8.47,45,0
WM-00961,5.89,24,8,4.7,4.94,61,0
WM-00962,3.59,36,5,2.0,1.06,63,0
WM-00963,2.26,18,3,6.6,12.65,56,0
WM-00964,3.2,18,1,6.4,1.17,57,0
WM-00965,1.95,130,4,4.0,7.54,65,0
WM-00966,11.61,62,0,3.3,0.57,70,0
WM-00967,3.79,37,5,7.4,1.99,58,0
WM-00968,1.92,99,3,2.5,3.56,36,0
WM-00969,3.48,154,6,4.0,8.57,47,0
WM-00970,3.37,38,1,8.0,1.24,48,0
WM-00971,4.9,31,0,5.4,6.48,68,0
WM-00972,3.59,93,4,7.4,8.42,60,0
WM-00973,4.25,9,2,4.8,3.42,65,0
WM-00974,3.23,133,2,5.3,2.19,59,0
WM-00975,3.02,57,2,7.7,25.8,67,0
WM-00976,9.7,17,3,6.8,11.23,75,0
WM-00977,4.81,32,2,4.5,7.53,64,0
WM-00978,2.63,23,1,3.8,5.2,55,0
WM-00979,6.77,40,6,6.0,19.71,49,0
WM-00980,3.72,19,3,8.7,12.97,79,0
WM-00981,5.77,26,4,5.6,4.08,69,0
WM-00982,4.65,43,2,7.9,6.22,76,0
WM-00983,7.09,85,4,4.9,0.3,56,0
WM-00984,7.77,10,5,2.3,8.81,56,0
WM-00985,19.73,114,0,2.4,9.87,85,0
WM-00986,1.39,55,0,5.7,1.29,65,1
WM-00987,2.8,27,2,6.9,9.5,60,0
WM-00988,4.2,38,3,7.7,4.67,47,0
WM-00989,1.7,7,2,7.1,60.0,61,1
WM-00990,9.77,5,4,4.4,9.66,62,0
WM-00991,5.05,134,4,2.8,1.81,50,0
WM-00992,4.86,21,2,7.4,3.26,75,0
WM-00993,7.87,38,3,1.4,16.63,58,0
WM-00994,1.71,8,3,2.4,8.38,59,0
WM-00995,19.05,63,3,5.5,1.68,68,0
WM-00996,1.06,74,4,6.4,2.52,64,0
WM-00997,3.79,33,6,2.9,5.38,64,0
WM-00998,2.67,33,6,7.0,2.66,57,0
WM-00999,13.54,27,6,4.4,13.71,56,1
WM-01000,7.67,13,4,3.3,5.28,72,0
WM-01001,5.72,48,0,8.6,2.4,46,0
WM-01002,8.88,133,3,6.4,43.17,46,0
WM-01003,1.92,57,3,6.5,5.01,51,0
WM-01004,2.7,21,7,9.3,6.06,65,0
WM-01005,4.72,51,4,4.1,7.67,48,0
WM-01006,2.46,55,0,6.0,2.38,44,0
WM-01007,1.0,16,4,7.0,29.44,59,1
WM-01008,36.0,11,3,9.3,2.91,59,0
WM-01009,3.13,113,2,5.7,1.08,48,0
WM-01010,6.54,34,4,5.7,3.65,56,0
WM-01011,14.22,26,0,3.9,0.92,28,0
WM-01012,4.05,48,4,2.8,4.15,57,0
WM-01013,6.13,21,3,9.2,5.14,58,0
WM-01014,6.15,83,6,6.5,1.43,64,0
WM-01015,3.85,64,2,6.5,13.58,77,1
WM-01016,18.51,27,0,6.0,2.98,55,0
WM-01017,2.96,14,1,4.9,3.85,42,0
WM-01018,4.05,27,2,2.6,8.4,59,0
WM-01019,2.57,99,2,7.8,36.12,41,1
WM-01020,1.43,19,2,3.5,1.21,49,0
WM-01021,4.78,37,5,2.2,59.7,58,1
WM-01022,1.81,29,4,3.7,5.47,69,0
WM-01023,19.02,132,0,6.3,1.06,51,0
WM-01024,4.86,69,4,3.5,16.73,43,0
WM-01025,32.51,26,3,2.4,2.79,53,0
WM-01026,1.52,13,2,9.1,3.96,74,1
WM-01027,10.49,19,3,8.1,6.34,52,0
WM-01028,13.45,10,1,2.9,7.14,54,1
WM-01029,75.28,14,3,5.7,0.91,62,0
WM-01030,2.93,31,7,5.2,8.16,68,0
WM-01031,8.36,19,2,7.1,6.73,63,0
WM-01032,9.51,43,3,8.4,7.02,54,0
WM-01033,1.1,48,3,4.9,1.04,73,0
WM-01034,13.8,188,5,8.0,1.73,43,0
WM-01035,5.9,20,5,7.7,3.6,81,0
WM-01036,16.6,28,1,8.2,25.05,47,1
WM-01037,2.09,35,5,6.9,60.0,68,1
WM-01038,1.42,181,6,5.6,16.83,60,0
WM-01039,12.48,10,2,3.6,0.87,51,0
WM-01040,4.89,41,4,4.6,8.38,32,0
WM-01041,10.5,13,4,6.2,4.62,72,0
WM-01042,1.62,25,3,4.4,3.55,34,0
WM-01043,6.45,26,4,6.3,1.8,30,0
WM-01044,5.39,12,3,8.8,14.39,59,0
WM-01045,4.25,23,3,6.0,2.39,61,0
WM-01046,5.64,5,0,5.5,13.75,63,0
WM-01047,25.55,36,3,5.5,11.74,68,0
WM-01048,3.76,125,2,6.0,1.84,67,0
WM-01049,13.8,29,2,7.3,5.48,54,0
WM-01050,1.0,64,6,4.5,19.44,61,0
WM-01051,13.98,20,3,8.1,1.39,49,0
WM-01052,13.31,16,3,7.5,3.21,55,0
WM-01053,22.03,40,2,7.0,2.41,64,0
WM-01054,2.19,18,6,7.1,3.5,49,0
WM-01055,2.78,53,0,5.3,0.51,67,0
WM-01056,9.17,32,0,5.0,26.21,75,1
WM-01057,19.47,40,4,5.6,23.96,61,0
WM-01058,2.7,23,4,7.4,1.63,63,0
WM-01059,6.52,46,6,7.7,1.46,45,1
WM-01060,4.75,17,3,4.7,0.58,57,0
WM-01061,5.66,42,3,8.5,0.26,49,0
WM-01062,2.95,103,7,1.8,3.28,36,0
WM-01063,2.36,28,4,9.9,6.04,58,0
WM-01064,3.76,5,2,5.5,2.95,70,0
WM-01065,3.07,158,5,9.0,4.63,48,0
WM-01066,2.11,4,4,2.8,3.65,71,0
WM-01067,8.5,29,3,4.4,2.93,51,0
